"d","tot.tests","sens","Ds","p","Da","Ts","Ta","sim","median","lower","upper","objective"
0.1,0,1,5,0.6,5,0.2,0.2,4566,0,0,0,"asympiso"
0.15,0,1,5,0.6,5,0.2,0.2,4567,3397,2962.95,3813.05,"tot.cases"
0.15,0,1,5,0.6,5,0.2,0.2,4567,12,7,18,"peak.hosp"
0.15,0,1,5,0.6,5,0.2,0.2,4567,0,0,0,"days.above.thresh"
0.15,0,1,5,0.6,5,0.2,0.2,4567,38,28,49,"tot.hosp"
0.15,0,1,5,0.6,5,0.2,0.2,4567,18,11,25,"death"
0.15,0,1,5,0.6,5,0.2,0.2,4567,0,0,0,"sympiso"
0.15,0,1,5,0.6,5,0.2,0.2,4567,0,0,0,"asympiso"
0.2,0,1,5,0.6,5,0.2,0.2,4568,2906,2499,3306.05,"tot.cases"
0.2,0,1,5,0.6,5,0.2,0.2,4568,10,6,15,"peak.hosp"
0.2,0,1,5,0.6,5,0.2,0.2,4568,0,0,0,"days.above.thresh"
0.2,0,1,5,0.6,5,0.2,0.2,4568,33,24,44,"tot.hosp"
0.2,0,1,5,0.6,5,0.2,0.2,4568,16,10,23,"death"
0.2,0,1,5,0.6,5,0.2,0.2,4568,0,0,0,"sympiso"
0.2,0,1,5,0.6,5,0.2,0.2,4568,0,0,0,"asympiso"
0.25,0,1,5,0.6,5,0.2,0.2,4569,2449,2070,2820,"tot.cases"
0.25,0,1,5,0.6,5,0.2,0.2,4569,9,5,13,"peak.hosp"
0.25,0,1,5,0.6,5,0.2,0.2,4569,0,0,0,"days.above.thresh"
0.25,0,1,5,0.6,5,0.2,0.2,4569,29,21,39,"tot.hosp"
0.25,0,1,5,0.6,5,0.2,0.2,4569,14,9,21,"death"
0.25,0,1,5,0.6,5,0.2,0.2,4569,0,0,0,"sympiso"
0.25,0,1,5,0.6,5,0.2,0.2,4569,0,0,0,"asympiso"
0.3,0,1,5,0.6,5,0.2,0.2,4570,2016,1700,2348,"tot.cases"
0.3,0,1,5,0.6,5,0.2,0.2,4570,8,4,12,"peak.hosp"
0.3,0,1,5,0.6,5,0.2,0.2,4570,0,0,0,"days.above.thresh"
0.3,0,1,5,0.6,5,0.2,0.2,4570,26,18,35,"tot.hosp"
0.3,0,1,5,0.6,5,0.2,0.2,4570,13,7,19,"death"
0.3,0,1,5,0.6,5,0.2,0.2,4570,0,0,0,"sympiso"
0.3,0,1,5,0.6,5,0.2,0.2,4570,0,0,0,"asympiso"
0.35,0,1,5,0.6,5,0.2,0.2,4571,1653,1364.95,1947,"tot.cases"
0.35,0,1,5,0.6,5,0.2,0.2,4571,6,4,10,"peak.hosp"
0.35,0,1,5,0.6,5,0.2,0.2,4571,0,0,0,"days.above.thresh"
0.35,0,1,5,0.6,5,0.2,0.2,4571,22,15,31,"tot.hosp"
0.35,0,1,5,0.6,5,0.2,0.2,4571,11,6,17,"death"
0.35,0,1,5,0.6,5,0.2,0.2,4571,0,0,0,"sympiso"
0.35,0,1,5,0.6,5,0.2,0.2,4571,0,0,0,"asympiso"
0.4,0,1,5,0.6,5,0.2,0.2,4572,1334,1096,1590,"tot.cases"
0.4,0,1,5,0.6,5,0.2,0.2,4572,6,3,9,"peak.hosp"
0.4,0,1,5,0.6,5,0.2,0.2,4572,0,0,0,"days.above.thresh"
0.4,0,1,5,0.6,5,0.2,0.2,4572,20,13,27,"tot.hosp"
0.4,0,1,5,0.6,5,0.2,0.2,4572,10,6,16,"death"
0.4,0,1,5,0.6,5,0.2,0.2,4572,0,0,0,"sympiso"
0.4,0,1,5,0.6,5,0.2,0.2,4572,0,0,0,"asympiso"
0.45,0,1,5,0.6,5,0.2,0.2,4573,1058,864.95,1280,"tot.cases"
0.45,0,1,5,0.6,5,0.2,0.2,4573,5,3,8,"peak.hosp"
0.45,0,1,5,0.6,5,0.2,0.2,4573,0,0,0,"days.above.thresh"
0.45,0,1,5,0.6,5,0.2,0.2,4573,17,11,24,"tot.hosp"
0.45,0,1,5,0.6,5,0.2,0.2,4573,9,5,14,"death"
0.45,0,1,5,0.6,5,0.2,0.2,4573,0,0,0,"sympiso"
0.45,0,1,5,0.6,5,0.2,0.2,4573,0,0,0,"asympiso"
0.5,0,1,5,0.6,5,0.2,0.2,4574,833,666,1008,"tot.cases"
0.5,0,1,5,0.6,5,0.2,0.2,4574,4,3,7,"peak.hosp"
0.5,0,1,5,0.6,5,0.2,0.2,4574,0,0,0,"days.above.thresh"
0.5,0,1,5,0.6,5,0.2,0.2,4574,15,10,21,"tot.hosp"
0.5,0,1,5,0.6,5,0.2,0.2,4574,8,4,13,"death"
0.5,0,1,5,0.6,5,0.2,0.2,4574,0,0,0,"sympiso"
0.5,0,1,5,0.6,5,0.2,0.2,4574,0,0,0,"asympiso"
0.55,0,1,5,0.6,5,0.2,0.2,4575,645,516,791,"tot.cases"
0.55,0,1,5,0.6,5,0.2,0.2,4575,4,2,6,"peak.hosp"
0.55,0,1,5,0.6,5,0.2,0.2,4575,0,0,0,"days.above.thresh"
0.55,0,1,5,0.6,5,0.2,0.2,4575,13,9,19,"tot.hosp"
0.55,0,1,5,0.6,5,0.2,0.2,4575,7,4,12,"death"
0.55,0,1,5,0.6,5,0.2,0.2,4575,0,0,0,"sympiso"
0.55,0,1,5,0.6,5,0.2,0.2,4575,0,0,0,"asympiso"
0.6,0,1,5,0.6,5,0.2,0.2,4576,498,395.95,613,"tot.cases"
0.6,0,1,5,0.6,5,0.2,0.2,4576,4,2,6,"peak.hosp"
0.6,0,1,5,0.6,5,0.2,0.2,4576,0,0,0,"days.above.thresh"
0.6,0,1,5,0.6,5,0.2,0.2,4576,12,7,17,"tot.hosp"
0.6,0,1,5,0.6,5,0.2,0.2,4576,6,3,11,"death"
0.6,0,1,5,0.6,5,0.2,0.2,4576,0,0,0,"sympiso"
0.6,0,1,5,0.6,5,0.2,0.2,4576,0,0,0,"asympiso"
0,100,1,5,0.6,5,0.2,0.2,4577,2502.5,2053,2969,"tot.cases"
0,100,1,5,0.6,5,0.2,0.2,4577,9,5,14,"peak.hosp"
0,100,1,5,0.6,5,0.2,0.2,4577,0,0,0,"days.above.thresh"
0,100,1,5,0.6,5,0.2,0.2,4577,29,20,39,"tot.hosp"
0,100,1,5,0.6,5,0.2,0.2,4577,14,8,21,"death"
0,100,1,5,0.6,5,0.2,0.2,4577,666,550.95,791,"sympiso"
0,100,1,5,0.6,5,0.2,0.2,4577,19,12,27,"asympiso"
0.05,100,1,5,0.6,5,0.2,0.2,4578,2155,1745.95,2581,"tot.cases"
0.05,100,1,5,0.6,5,0.2,0.2,4578,8,5,12,"peak.hosp"
0.05,100,1,5,0.6,5,0.2,0.2,4578,0,0,0,"days.above.thresh"
0.05,100,1,5,0.6,5,0.2,0.2,4578,26,18,36,"tot.hosp"
0.05,100,1,5,0.6,5,0.2,0.2,4578,13,7,19,"death"
0.05,100,1,5,0.6,5,0.2,0.2,4578,588,481,703,"sympiso"
0.05,100,1,5,0.6,5,0.2,0.2,4578,18,11,26,"asympiso"
0.1,100,1,5,0.6,5,0.2,0.2,4579,1834,1477.95,2222,"tot.cases"
0.1,100,1,5,0.6,5,0.2,0.2,4579,7,4,11,"peak.hosp"
0.1,100,1,5,0.6,5,0.2,0.2,4579,0,0,0,"days.above.thresh"
0.1,100,1,5,0.6,5,0.2,0.2,4579,24,16,32,"tot.hosp"
0.1,100,1,5,0.6,5,0.2,0.2,4579,12,7,18,"death"
0.1,100,1,5,0.6,5,0.2,0.2,4579,518,425,619.05,"sympiso"
0.1,100,1,5,0.6,5,0.2,0.2,4579,17,10,25,"asympiso"
0.15,100,1,5,0.6,5,0.2,0.2,4580,1560,1241.95,1904.05,"tot.cases"
0.15,100,1,5,0.6,5,0.2,0.2,4580,6,4,10,"peak.hosp"
0.15,100,1,5,0.6,5,0.2,0.2,4580,0,0,0,"days.above.thresh"
0.15,100,1,5,0.6,5,0.2,0.2,4580,21,14,29,"tot.hosp"
0.15,100,1,5,0.6,5,0.2,0.2,4580,11,6,16,"death"
0.15,100,1,5,0.6,5,0.2,0.2,4580,455,374,548,"sympiso"
0.15,100,1,5,0.6,5,0.2,0.2,4580,16,9,23,"asympiso"
0.2,100,1,5,0.6,5,0.2,0.2,4581,1311.5,1028,1615,"tot.cases"
0.2,100,1,5,0.6,5,0.2,0.2,4581,5,3,9,"peak.hosp"
0.2,100,1,5,0.6,5,0.2,0.2,4581,0,0,0,"days.above.thresh"
0.2,100,1,5,0.6,5,0.2,0.2,4581,19,13,27,"tot.hosp"
0.2,100,1,5,0.6,5,0.2,0.2,4581,10,5,15,"death"
0.2,100,1,5,0.6,5,0.2,0.2,4581,400,324,478.05,"sympiso"
0.2,100,1,5,0.6,5,0.2,0.2,4581,14,8,21,"asympiso"
0.25,100,1,5,0.6,5,0.2,0.2,4582,1095,850,1361,"tot.cases"
0.25,100,1,5,0.6,5,0.2,0.2,4582,5,3,8,"peak.hosp"
0.25,100,1,5,0.6,5,0.2,0.2,4582,0,0,0,"days.above.thresh"
0.25,100,1,5,0.6,5,0.2,0.2,4582,17,11,24,"tot.hosp"
0.25,100,1,5,0.6,5,0.2,0.2,4582,9,5,14,"death"
0.25,100,1,5,0.6,5,0.2,0.2,4582,350,284,421,"sympiso"
0.25,100,1,5,0.6,5,0.2,0.2,4582,13,7,20,"asympiso"
0.3,100,1,5,0.6,5,0.2,0.2,4583,912,706,1140,"tot.cases"
0.3,100,1,5,0.6,5,0.2,0.2,4583,4,3,7,"peak.hosp"
0.3,100,1,5,0.6,5,0.2,0.2,4583,0,0,0,"days.above.thresh"
0.3,100,1,5,0.6,5,0.2,0.2,4583,16,10,22,"tot.hosp"
0.3,100,1,5,0.6,5,0.2,0.2,4583,8,4,13,"death"
0.3,100,1,5,0.6,5,0.2,0.2,4583,306,250.95,369,"sympiso"
0.3,100,1,5,0.6,5,0.2,0.2,4583,11,6,18,"asympiso"
0.35,100,1,5,0.6,5,0.2,0.2,4584,750,573.9,947,"tot.cases"
0.35,100,1,5,0.6,5,0.2,0.2,4584,4,3,6,"peak.hosp"
0.35,100,1,5,0.6,5,0.2,0.2,4584,0,0,0,"days.above.thresh"
0.35,100,1,5,0.6,5,0.2,0.2,4584,14,9,20,"tot.hosp"
0.35,100,1,5,0.6,5,0.2,0.2,4584,8,4,12,"death"
0.35,100,1,5,0.6,5,0.2,0.2,4584,267,219,320,"sympiso"
0.35,100,1,5,0.6,5,0.2,0.2,4584,10,5,16,"asympiso"
0.4,100,1,5,0.6,5,0.2,0.2,4585,614,473,790,"tot.cases"
0.4,100,1,5,0.6,5,0.2,0.2,4585,4,2,6,"peak.hosp"
0.4,100,1,5,0.6,5,0.2,0.2,4585,0,0,0,"days.above.thresh"
0.4,100,1,5,0.6,5,0.2,0.2,4585,13,8,18,"tot.hosp"
0.4,100,1,5,0.6,5,0.2,0.2,4585,7,3,11,"death"
0.4,100,1,5,0.6,5,0.2,0.2,4585,230,192,274,"sympiso"
0.4,100,1,5,0.6,5,0.2,0.2,4585,9,4,15,"asympiso"
0.45,100,1,5,0.6,5,0.2,0.2,4586,505,381.95,647.05,"tot.cases"
0.45,100,1,5,0.6,5,0.2,0.2,4586,4,2,6,"peak.hosp"
0.45,100,1,5,0.6,5,0.2,0.2,4586,0,0,0,"days.above.thresh"
0.45,100,1,5,0.6,5,0.2,0.2,4586,12,7,17,"tot.hosp"
0.45,100,1,5,0.6,5,0.2,0.2,4586,6,3,11,"death"
0.45,100,1,5,0.6,5,0.2,0.2,4586,203,170,236,"sympiso"
0.45,100,1,5,0.6,5,0.2,0.2,4586,8,4,13,"asympiso"
0.5,100,1,5,0.6,5,0.2,0.2,4587,406.5,302,528,"tot.cases"
0.5,100,1,5,0.6,5,0.2,0.2,4587,3,2,5,"peak.hosp"
0.5,100,1,5,0.6,5,0.2,0.2,4587,0,0,0,"days.above.thresh"
0.5,100,1,5,0.6,5,0.2,0.2,4587,10,7,15,"tot.hosp"
0.5,100,1,5,0.6,5,0.2,0.2,4587,6,3,10,"death"
0.5,100,1,5,0.6,5,0.2,0.2,4587,178,148,207,"sympiso"
0.5,100,1,5,0.6,5,0.2,0.2,4587,7,3,12,"asympiso"
0.55,100,1,5,0.6,5,0.2,0.2,4588,327,246,427,"tot.cases"
0.55,100,1,5,0.6,5,0.2,0.2,4588,3,2,5,"peak.hosp"
0.55,100,1,5,0.6,5,0.2,0.2,4588,0,0,0,"days.above.thresh"
0.55,100,1,5,0.6,5,0.2,0.2,4588,10,6,14,"tot.hosp"
0.55,100,1,5,0.6,5,0.2,0.2,4588,6,3,9,"death"
0.55,100,1,5,0.6,5,0.2,0.2,4588,156,133,182,"sympiso"
0.55,100,1,5,0.6,5,0.2,0.2,4588,6,2,11,"asympiso"
0.6,100,1,5,0.6,5,0.2,0.2,4589,262,197,341,"tot.cases"
0.6,100,1,5,0.6,5,0.2,0.2,4589,3,2,5,"peak.hosp"
0.6,100,1,5,0.6,5,0.2,0.2,4589,0,0,0,"days.above.thresh"
0.6,100,1,5,0.6,5,0.2,0.2,4589,9,6,13,"tot.hosp"
0.6,100,1,5,0.6,5,0.2,0.2,4589,5,2,9,"death"
0.6,100,1,5,0.6,5,0.2,0.2,4589,139,118,161,"sympiso"
0.6,100,1,5,0.6,5,0.2,0.2,4589,5,2,10,"asympiso"
0,250,1,5,0.6,5,0.2,0.2,4590,2396,1947.95,2837.05,"tot.cases"
0,250,1,5,0.6,5,0.2,0.2,4590,9,5,13,"peak.hosp"
0,250,1,5,0.6,5,0.2,0.2,4590,0,0,0,"days.above.thresh"
0,250,1,5,0.6,5,0.2,0.2,4590,28,19,38.0500000000002,"tot.hosp"
0,250,1,5,0.6,5,0.2,0.2,4590,14,8,20,"death"
0,250,1,5,0.6,5,0.2,0.2,4590,632,521,750,"sympiso"
0,250,1,5,0.6,5,0.2,0.2,4590,60,45,76,"asympiso"
0.05,250,1,5,0.6,5,0.2,0.2,4591,2051,1651,2454,"tot.cases"
0.05,250,1,5,0.6,5,0.2,0.2,4591,7,4,12,"peak.hosp"
0.05,250,1,5,0.6,5,0.2,0.2,4591,0,0,0,"days.above.thresh"
0.05,250,1,5,0.6,5,0.2,0.2,4591,25,18,35,"tot.hosp"
0.05,250,1,5,0.6,5,0.2,0.2,4591,12,7,19,"death"
0.05,250,1,5,0.6,5,0.2,0.2,4591,556,456,665,"sympiso"
0.05,250,1,5,0.6,5,0.2,0.2,4591,54,40,69,"asympiso"
0.1,250,1,5,0.6,5,0.2,0.2,4592,1752.5,1404,2117,"tot.cases"
0.1,250,1,5,0.6,5,0.2,0.2,4592,7,4,11,"peak.hosp"
0.1,250,1,5,0.6,5,0.2,0.2,4592,0,0,0,"days.above.thresh"
0.1,250,1,5,0.6,5,0.2,0.2,4592,23,16,32,"tot.hosp"
0.1,250,1,5,0.6,5,0.2,0.2,4592,11,6,17,"death"
0.1,250,1,5,0.6,5,0.2,0.2,4592,493,400,590,"sympiso"
0.1,250,1,5,0.6,5,0.2,0.2,4592,48,35,63,"asympiso"
0.15,250,1,5,0.6,5,0.2,0.2,4593,1483,1177.95,1817.1,"tot.cases"
0.15,250,1,5,0.6,5,0.2,0.2,4593,6,3,9,"peak.hosp"
0.15,250,1,5,0.6,5,0.2,0.2,4593,0,0,0,"days.above.thresh"
0.15,250,1,5,0.6,5,0.2,0.2,4593,21,14,29,"tot.hosp"
0.15,250,1,5,0.6,5,0.2,0.2,4593,10,6,16,"death"
0.15,250,1,5,0.6,5,0.2,0.2,4593,432,350,519,"sympiso"
0.15,250,1,5,0.6,5,0.2,0.2,4593,43,30,57,"asympiso"
0.2,250,1,5,0.6,5,0.2,0.2,4594,1243,971,1543,"tot.cases"
0.2,250,1,5,0.6,5,0.2,0.2,4594,5,3,9,"peak.hosp"
0.2,250,1,5,0.6,5,0.2,0.2,4594,0,0,0,"days.above.thresh"
0.2,250,1,5,0.6,5,0.2,0.2,4594,19,13,26,"tot.hosp"
0.2,250,1,5,0.6,5,0.2,0.2,4594,10,5,15,"death"
0.2,250,1,5,0.6,5,0.2,0.2,4594,378,307,457,"sympiso"
0.2,250,1,5,0.6,5,0.2,0.2,4594,38,27,51,"asympiso"
0.25,250,1,5,0.6,5,0.2,0.2,4595,1047,806,1297,"tot.cases"
0.25,250,1,5,0.6,5,0.2,0.2,4595,5,3,8,"peak.hosp"
0.25,250,1,5,0.6,5,0.2,0.2,4595,0,0,0,"days.above.thresh"
0.25,250,1,5,0.6,5,0.2,0.2,4595,17,11,24,"tot.hosp"
0.25,250,1,5,0.6,5,0.2,0.2,4595,9,5,14,"death"
0.25,250,1,5,0.6,5,0.2,0.2,4595,333,271,399,"sympiso"
0.25,250,1,5,0.6,5,0.2,0.2,4595,34,23,46,"asympiso"
0.3,250,1,5,0.6,5,0.2,0.2,4596,862,660,1088,"tot.cases"
0.3,250,1,5,0.6,5,0.2,0.2,4596,4,3,7,"peak.hosp"
0.3,250,1,5,0.6,5,0.2,0.2,4596,0,0,0,"days.above.thresh"
0.3,250,1,5,0.6,5,0.2,0.2,4596,15,10,22,"tot.hosp"
0.3,250,1,5,0.6,5,0.2,0.2,4596,8,4,13,"death"
0.3,250,1,5,0.6,5,0.2,0.2,4596,290,237,349,"sympiso"
0.3,250,1,5,0.6,5,0.2,0.2,4596,30,20,41,"asympiso"
0.35,250,1,5,0.6,5,0.2,0.2,4597,712,541.95,909,"tot.cases"
0.35,250,1,5,0.6,5,0.2,0.2,4597,4,2,6,"peak.hosp"
0.35,250,1,5,0.6,5,0.2,0.2,4597,0,0,0,"days.above.thresh"
0.35,250,1,5,0.6,5,0.2,0.2,4597,14,9,20,"tot.hosp"
0.35,250,1,5,0.6,5,0.2,0.2,4597,7,4,12,"death"
0.35,250,1,5,0.6,5,0.2,0.2,4597,252,208,301,"sympiso"
0.35,250,1,5,0.6,5,0.2,0.2,4597,26,17,36,"asympiso"
0.4,250,1,5,0.6,5,0.2,0.2,4598,588,444,755.05,"tot.cases"
0.4,250,1,5,0.6,5,0.2,0.2,4598,4,2,6,"peak.hosp"
0.4,250,1,5,0.6,5,0.2,0.2,4598,0,0,0,"days.above.thresh"
0.4,250,1,5,0.6,5,0.2,0.2,4598,12,8,18,"tot.hosp"
0.4,250,1,5,0.6,5,0.2,0.2,4598,7,3,11,"death"
0.4,250,1,5,0.6,5,0.2,0.2,4598,221,184,262.05,"sympiso"
0.4,250,1,5,0.6,5,0.2,0.2,4598,23,15,33,"asympiso"
0.45,250,1,5,0.6,5,0.2,0.2,4599,480,360.95,617,"tot.cases"
0.45,250,1,5,0.6,5,0.2,0.2,4599,4,2,6,"peak.hosp"
0.45,250,1,5,0.6,5,0.2,0.2,4599,0,0,0,"days.above.thresh"
0.45,250,1,5,0.6,5,0.2,0.2,4599,11,7,17,"tot.hosp"
0.45,250,1,5,0.6,5,0.2,0.2,4599,6,3,10,"death"
0.45,250,1,5,0.6,5,0.2,0.2,4599,193,161,225,"sympiso"
0.45,250,1,5,0.6,5,0.2,0.2,4599,20,12,29,"asympiso"
0.5,250,1,5,0.6,5,0.2,0.2,4600,388,294,499,"tot.cases"
0.5,250,1,5,0.6,5,0.2,0.2,4600,3,2,5,"peak.hosp"
0.5,250,1,5,0.6,5,0.2,0.2,4600,0,0,0,"days.above.thresh"
0.5,250,1,5,0.6,5,0.2,0.2,4600,10,7,15,"tot.hosp"
0.5,250,1,5,0.6,5,0.2,0.2,4600,6,3,10,"death"
0.5,250,1,5,0.6,5,0.2,0.2,4600,170,143,198,"sympiso"
0.5,250,1,5,0.6,5,0.2,0.2,4600,17,10,25,"asympiso"
0.55,250,1,5,0.6,5,0.2,0.2,4601,313.5,234,405,"tot.cases"
0.55,250,1,5,0.6,5,0.2,0.2,4601,3,2,5,"peak.hosp"
0.55,250,1,5,0.6,5,0.2,0.2,4601,0,0,0,"days.above.thresh"
0.55,250,1,5,0.6,5,0.2,0.2,4601,9,6,14,"tot.hosp"
0.55,250,1,5,0.6,5,0.2,0.2,4601,5,3,9,"death"
0.55,250,1,5,0.6,5,0.2,0.2,4601,151,127,175,"sympiso"
0.55,250,1,5,0.6,5,0.2,0.2,4601,15,9,23,"asympiso"
0.6,250,1,5,0.6,5,0.2,0.2,4602,252,187,326,"tot.cases"
0.6,250,1,5,0.6,5,0.2,0.2,4602,3,2,5,"peak.hosp"
0.6,250,1,5,0.6,5,0.2,0.2,4602,0,0,0,"days.above.thresh"
0.6,250,1,5,0.6,5,0.2,0.2,4602,9,5,13,"tot.hosp"
0.6,250,1,5,0.6,5,0.2,0.2,4602,5,2,9,"death"
0.6,250,1,5,0.6,5,0.2,0.2,4602,134,114,155,"sympiso"
0.6,250,1,5,0.6,5,0.2,0.2,4602,13,8,20,"asympiso"
0,500,1,5,0.6,5,0.2,0.2,4603,2216,1803.95,2640.05,"tot.cases"
0,500,1,5,0.6,5,0.2,0.2,4603,8,5,13,"peak.hosp"
0,500,1,5,0.6,5,0.2,0.2,4603,0,0,0,"days.above.thresh"
0,500,1,5,0.6,5,0.2,0.2,4603,27,19,37,"tot.hosp"
0,500,1,5,0.6,5,0.2,0.2,4603,13,8,20,"death"
0,500,1,5,0.6,5,0.2,0.2,4603,579,472.95,687,"sympiso"
0,500,1,5,0.6,5,0.2,0.2,4603,114,88,143,"asympiso"
0.05,500,1,5,0.6,5,0.2,0.2,4604,1904,1532,2298,"tot.cases"
0.05,500,1,5,0.6,5,0.2,0.2,4604,7,4,11,"peak.hosp"
0.05,500,1,5,0.6,5,0.2,0.2,4604,0,0,0,"days.above.thresh"
0.05,500,1,5,0.6,5,0.2,0.2,4604,24,16,33,"tot.hosp"
0.05,500,1,5,0.6,5,0.2,0.2,4604,12,7,18,"death"
0.05,500,1,5,0.6,5,0.2,0.2,4604,511,419,613,"sympiso"
0.05,500,1,5,0.6,5,0.2,0.2,4604,102,78.95,128,"asympiso"
0.1,500,1,5,0.6,5,0.2,0.2,4605,1617,1287,1974,"tot.cases"
0.1,500,1,5,0.6,5,0.2,0.2,4605,6,4,10,"peak.hosp"
0.1,500,1,5,0.6,5,0.2,0.2,4605,0,0,0,"days.above.thresh"
0.1,500,1,5,0.6,5,0.2,0.2,4605,22,15,30,"tot.hosp"
0.1,500,1,5,0.6,5,0.2,0.2,4605,11,6,17,"death"
0.1,500,1,5,0.6,5,0.2,0.2,4605,450,368,541,"sympiso"
0.1,500,1,5,0.6,5,0.2,0.2,4605,90,68,114.05,"asympiso"
0.15,500,1,5,0.6,5,0.2,0.2,4606,1375,1072,1683,"tot.cases"
0.15,500,1,5,0.6,5,0.2,0.2,4606,6,3,9,"peak.hosp"
0.15,500,1,5,0.6,5,0.2,0.2,4606,0,0,0,"days.above.thresh"
0.15,500,1,5,0.6,5,0.2,0.2,4606,20,13,28,"tot.hosp"
0.15,500,1,5,0.6,5,0.2,0.2,4606,10,6,16,"death"
0.15,500,1,5,0.6,5,0.2,0.2,4606,398,322,478,"sympiso"
0.15,500,1,5,0.6,5,0.2,0.2,4606,80,59.95,101,"asympiso"
0.2,500,1,5,0.6,5,0.2,0.2,4607,1145,888,1434,"tot.cases"
0.2,500,1,5,0.6,5,0.2,0.2,4607,5,3,8,"peak.hosp"
0.2,500,1,5,0.6,5,0.2,0.2,4607,0,0,0,"days.above.thresh"
0.2,500,1,5,0.6,5,0.2,0.2,4607,18,12,25,"tot.hosp"
0.2,500,1,5,0.6,5,0.2,0.2,4607,9,5,14,"death"
0.2,500,1,5,0.6,5,0.2,0.2,4607,347,281,420,"sympiso"
0.2,500,1,5,0.6,5,0.2,0.2,4607,70,52,91,"asympiso"
0.25,500,1,5,0.6,5,0.2,0.2,4608,961,744.95,1201.05,"tot.cases"
0.25,500,1,5,0.6,5,0.2,0.2,4608,5,3,7,"peak.hosp"
0.25,500,1,5,0.6,5,0.2,0.2,4608,0,0,0,"days.above.thresh"
0.25,500,1,5,0.6,5,0.2,0.2,4608,16,11,23,"tot.hosp"
0.25,500,1,5,0.6,5,0.2,0.2,4608,8,5,13,"death"
0.25,500,1,5,0.6,5,0.2,0.2,4608,307,250,370,"sympiso"
0.25,500,1,5,0.6,5,0.2,0.2,4608,62,45,80,"asympiso"
0.3,500,1,5,0.6,5,0.2,0.2,4609,797,608,1015,"tot.cases"
0.3,500,1,5,0.6,5,0.2,0.2,4609,4,3,7,"peak.hosp"
0.3,500,1,5,0.6,5,0.2,0.2,4609,0,0,0,"days.above.thresh"
0.3,500,1,5,0.6,5,0.2,0.2,4609,14,9,21,"tot.hosp"
0.3,500,1,5,0.6,5,0.2,0.2,4609,8,4,12.0500000000002,"death"
0.3,500,1,5,0.6,5,0.2,0.2,4609,266,217,323,"sympiso"
0.3,500,1,5,0.6,5,0.2,0.2,4609,54,39,71,"asympiso"
0.35,500,1,5,0.6,5,0.2,0.2,4610,661,499,841,"tot.cases"
0.35,500,1,5,0.6,5,0.2,0.2,4610,4,2,6,"peak.hosp"
0.35,500,1,5,0.6,5,0.2,0.2,4610,0,0,0,"days.above.thresh"
0.35,500,1,5,0.6,5,0.2,0.2,4610,13,8,19,"tot.hosp"
0.35,500,1,5,0.6,5,0.2,0.2,4610,7,4,12,"death"
0.35,500,1,5,0.6,5,0.2,0.2,4610,235,193,282,"sympiso"
0.35,500,1,5,0.6,5,0.2,0.2,4610,48,34,63,"asympiso"
0.4,500,1,5,0.6,5,0.2,0.2,4611,546,408,701,"tot.cases"
0.4,500,1,5,0.6,5,0.2,0.2,4611,4,2,6,"peak.hosp"
0.4,500,1,5,0.6,5,0.2,0.2,4611,0,0,0,"days.above.thresh"
0.4,500,1,5,0.6,5,0.2,0.2,4611,12,8,17,"tot.hosp"
0.4,500,1,5,0.6,5,0.2,0.2,4611,7,3,11,"death"
0.4,500,1,5,0.6,5,0.2,0.2,4611,204,170,238,"sympiso"
0.4,500,1,5,0.6,5,0.2,0.2,4611,42,29,56,"asympiso"
0.45,500,1,5,0.6,5,0.2,0.2,4612,444,333,578,"tot.cases"
0.45,500,1,5,0.6,5,0.2,0.2,4612,4,2,5,"peak.hosp"
0.45,500,1,5,0.6,5,0.2,0.2,4612,0,0,0,"days.above.thresh"
0.45,500,1,5,0.6,5,0.2,0.2,4612,11,7,16,"tot.hosp"
0.45,500,1,5,0.6,5,0.2,0.2,4612,6,3,10,"death"
0.45,500,1,5,0.6,5,0.2,0.2,4612,180,151,211,"sympiso"
0.45,500,1,5,0.6,5,0.2,0.2,4612,36,25,49,"asympiso"
0.5,500,1,5,0.6,5,0.2,0.2,4613,363,270.95,468.05,"tot.cases"
0.5,500,1,5,0.6,5,0.2,0.2,4613,3,2,5,"peak.hosp"
0.5,500,1,5,0.6,5,0.2,0.2,4613,0,0,0,"days.above.thresh"
0.5,500,1,5,0.6,5,0.2,0.2,4613,10,6,15,"tot.hosp"
0.5,500,1,5,0.6,5,0.2,0.2,4613,6,3,10,"death"
0.5,500,1,5,0.6,5,0.2,0.2,4613,159,134,186,"sympiso"
0.5,500,1,5,0.6,5,0.2,0.2,4613,32,22,44,"asympiso"
0.55,500,1,5,0.6,5,0.2,0.2,4614,291,220,378,"tot.cases"
0.55,500,1,5,0.6,5,0.2,0.2,4614,3,2,5,"peak.hosp"
0.55,500,1,5,0.6,5,0.2,0.2,4614,0,0,0,"days.above.thresh"
0.55,500,1,5,0.6,5,0.2,0.2,4614,9,6,13,"tot.hosp"
0.55,500,1,5,0.6,5,0.2,0.2,4614,5,3,9,"death"
0.55,500,1,5,0.6,5,0.2,0.2,4614,141,120,165,"sympiso"
0.55,500,1,5,0.6,5,0.2,0.2,4614,28,19,39,"asympiso"
0.6,500,1,5,0.6,5,0.2,0.2,4615,235,175,306,"tot.cases"
0.6,500,1,5,0.6,5,0.2,0.2,4615,3,2,5,"peak.hosp"
