"d","tot.tests","sens","Ds","Da","Ts","Ta","sim","median","lower","upper","objective"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,985,754,1235,"tot.cases"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,6,4,10,"peak.hosp"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,0,0,0,"days.above.thresh"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,23,15,32,"tot.hosp"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,12,7,18,"death"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,436,347,534,"sympiso"
0.1,500,1,0.0416666666666667,0.0416666666666667,24,24,42,122,93,153,"asympiso"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,836,635,1063.05,"tot.cases"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,6,3,9,"peak.hosp"
0.15,500,1,0.0416666666666667,0.0416666666666667,24,24,43,0,0,0,"days.above.thresh"
